step,layer,status,reason,before_channels,after_channels,removed_channels,taylor_cost,parameters,gmacs,step_gmac_saved,total_compute_reduction,score_per_gmac
2,model.3.conv,feasible,,128,120,8,0.3316289447102463,9444384,10.731776,0.06563839999999921,0.006230468668974476,5.052361799042181
2,model.4.cv2.conv,feasible,,256,248,8,0.23322998748335522,9433632,10.7514368,0.04597759999999873,0.0044098656297762995,5.07268729736571
2,model.4.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.4.cv1.conv,,,,,,,,,
2,model.5.conv,feasible,,256,248,8,0.2536716407194035,9434144,10.7646208,0.032793599999999756,0.0031890185396891146,7.735400831851502
2,model.6.cv2.conv,feasible,,256,248,8,0.1526780080894241,9412640,10.7744512,0.022963199999999517,0.002278717020090082,6.648812364540976
2,model.6.m.0.cv1.conv,feasible,,64,56,8,0.09312191219214583,9434112,10.7645696,0.03284479999999945,0.0031937596934370482,2.8352102065516425
2,model.6.m.0.cv2.conv,feasible,,64,56,8,0.04482214920062688,9452576,10.794112,0.0033023999999990394,0.0004581139808920165,13.572598474030983
2,model.6.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.6.cv1.conv,,,,,,,,,
2,model.6.m.0.m.0.cv1.conv,feasible,,64,56,8,0.22967953974148259,9445408,10.7826432,0.01477119999999843,0.0015201324204241473,15.549145617248904
2,model.6.m.0.m.0.cv2.conv,feasible,,64,56,8,0.1543513210126548,9434112,10.7645696,0.03284479999999945,0.0031937596934370482,4.699414245562688
2,model.6.m.0.m.1.cv1.conv,feasible,,64,56,8,0.24963759469392244,9445408,10.7826432,0.01477119999999843,0.0015201324204241473,16.900292101789223
2,model.6.m.0.m.1.cv2.conv,feasible,,64,56,8,0.18188133960939012,9434112,10.7645696,0.03284479999999945,0.0031937596934370482,5.5375992427840375
2,model.7.conv,feasible,,512,504,8,0.11021360519225709,9432096,10.7883968,0.009017599999999959,0.000987345268002704,12.22205522447853
2,model.8.cv2.conv,feasible,,512,504,8,0.07960463270865148,9446432,10.7941312,0.0032831999999984873,0.000456336048236472,24.246050410784648
2,model.8.m.0.cv1.conv,feasible,,128,120,8,0.04265329105692217,9413632,10.7810112,0.016403199999999174,0.0016712566961388786,2.6003030540945864
2,model.8.m.0.cv2.conv,feasible,,128,120,8,0.015580691699142335,9450528,10.7957696,0.0016447999999993357,0.0003046191283033739,9.472696801525187
2,model.8.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.8.cv1.conv,,,,,,,,,
2,model.8.m.0.m.0.cv1.conv,feasible,,128,120,8,0.05898893894845969,9436192,10.7900352,0.007379199999999031,0.0008356283480694948,7.993947710926311
2,model.8.m.0.m.0.cv2.conv,feasible,,128,120,8,0.06556762702894048,9413632,10.7810112,0.016403199999999174,0.0016712566961388786,3.997246087894056
2,model.8.m.0.m.1.cv1.conv,feasible,,128,120,8,0.05229842906919657,9436192,10.7900352,0.007379199999999031,0.0008356283480694948,7.087276272387717
2,model.8.m.0.m.1.cv2.conv,feasible,,128,120,8,0.05882801012558048,9413632,10.7810112,0.016403199999999174,0.0016712566961388786,3.586374007851117
2,model.9.cv1.conv,feasible,,256,248,8,0.08739875936225872,9434144,10.7892064,0.008207999999999771,0.0009123757743638716,10.647996998326164
2,model.9.cv2.conv,rejected,ValueError: protect_stem_attention_DFL:model.10.cv1.conv,,,,,,,,,
2,model.13.cv2.conv,feasible,,256,248,8,0.11759746192547027,9448480,10.782592,0.014822399999999902,0.001524873574172192,7.933766591474461
2,model.13.m.0.cv1.conv,feasible,,64,56,8,0.46857728314353153,9436192,10.7678976,0.029516799999999677,0.0028855846998228074,15.874935058798266
2,model.16.cv2.conv,feasible,,128,120,8,0.1487996220967034,9438152,10.736128,0.06128639999999841,0.005827470600401896,2.4279386959701865
2,model.16.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.16.cv1.conv,,,,,,,,,
2,model.17.conv,feasible,,128,120,8,0.11588363174814731,9443360,10.7793664,0.01804799999999851,0.0018235662602904545,6.420857255549472
2,model.19.cv2.conv,feasible,,256,248,8,0.04424154154548887,9427400,10.7759488,0.021465599999999085,0.002140038272963607,2.061043788456449
2,model.19.m.0.cv1.conv,feasible,,64,56,8,0.266423247900093,9436192,10.7678976,0.029516799999999677,0.0028855846998228074,9.026156219512139
2,model.19.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.19.cv1.conv,,,,,,,,,
2,model.20.conv,feasible,,256,248,8,0.049285872275504516,9432096,10.7883968,0.009017599999999959,0.000987345268002704,5.465519902801715
2,model.22.cv2.conv,feasible,,512,504,8,0.01521863833477255,9442760,10.7926624,0.0047519999999998674,0.0005923478963798523,3.2025754071491948
2,model.22.m.0.cv1.conv,feasible,,128,120,8,0.044743326914613135,9413632,10.7810112,0.016403199999999174,0.0016712566961388786,2.7277194032027525
2,model.22.m.0.cv2.conv,feasible,,120,112,8,0.004035019961293074,9450528,10.7957696,0.0016447999999993357,0.0003046191283033739,2.453197933666527
2,model.22.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.22.cv1.conv,,,,,,,,,
2,model.22.m.0.m.0.cv1.conv,feasible,,128,120,8,0.10106834718681057,9436192,10.7900352,0.007379199999999031,0.0008356283480694948,13.69638269552578
2,model.22.m.0.m.0.cv2.conv,feasible,,128,120,8,0.07001081353155314,9413632,10.7810112,0.016403199999999174,0.0016712566961388786,4.268119240852801
2,model.22.m.0.m.1.cv1.conv,feasible,,128,120,8,0.07346546119151753,9436192,10.7900352,0.007379199999999031,0.0008356283480694948,9.955748752104181
2,model.22.m.0.m.1.cv2.conv,feasible,,128,120,8,0.050230271746841026,9413632,10.7810112,0.016403199999999174,0.0016712566961388786,3.0622239408678524
3,model.1.conv,feasible,,64,56,8,0.35252590430900455,9424568,10.7034496,0.07249919999999932,0.008853511980006501,4.862479921281999
3,model.2.cv2.conv,feasible,,128,120,8,0.26775179627293255,9417400,10.696896,0.07905279999999948,0.009460379659739226,3.3869995278210805
3,model.3.conv,feasible,,128,120,8,0.3316289447102463,9417144,10.7103104,0.06563840000000098,0.008218197377786507,5.052361799042044
3,model.4.cv2.conv,feasible,,256,248,8,0.23322998748335522,9406392,10.7299712,0.04597760000000051,0.0063975943385883305,5.072687297365514
3,model.4.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.4.cv1.conv,,,,,,,,,
3,model.5.conv,feasible,,256,248,8,0.2536716407194035,9406904,10.7431552,0.032793599999999756,0.005176747248501035,7.735400831851502
3,model.6.cv2.conv,feasible,,256,248,8,0.1526780080894241,9385400,10.7529856,0.022963199999999517,0.004266445728902002,6.648812364540976
3,model.6.m.0.cv1.conv,feasible,,64,56,8,0.09312191219214583,9406872,10.743104,0.03284479999999945,0.005181488402248968,2.8352102065516425
3,model.6.m.0.cv2.conv,feasible,,64,56,8,0.04482214920062688,9425336,10.7726464,0.003302400000000816,0.0024458426897040475,13.572598474023682
3,model.6.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.6.cv1.conv,,,,,,,,,
3,model.6.m.0.m.0.cv1.conv,feasible,,64,56,8,0.22967953974148259,9418168,10.7611776,0.014771200000000206,0.0035078611292361783,15.549145617247033
3,model.6.m.0.m.0.cv2.conv,feasible,,64,56,8,0.1543513210126548,9406872,10.743104,0.03284479999999945,0.005181488402248968,4.699414245562688
3,model.6.m.0.m.1.cv1.conv,feasible,,64,56,8,0.24963759469392244,9418168,10.7611776,0.014771200000000206,0.0035078611292361783,16.90029210178719
3,model.6.m.0.m.1.cv2.conv,feasible,,64,56,8,0.18188133960939012,9406872,10.743104,0.03284479999999945,0.005181488402248968,5.5375992427840375
3,model.7.conv,feasible,,512,504,8,0.11021360519225709,9404856,10.7669312,0.009017599999999959,0.002975073976814624,12.22205522447853
3,model.8.cv2.conv,feasible,,512,504,8,0.07960463270865148,9419192,10.7726656,0.0032832000000002637,0.002444064757048503,24.24605041077153
3,model.8.m.0.cv1.conv,feasible,,128,120,8,0.04265329105692217,9386392,10.7595456,0.01640320000000095,0.0036589854049509096,2.600303054094305
3,model.8.m.0.cv2.conv,feasible,,128,120,8,0.015580691699142335,9423288,10.774304,0.0016447999999993357,0.002292347837115294,9.472696801525187
3,model.8.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.8.cv1.conv,,,,,,,,,
3,model.8.m.0.m.0.cv1.conv,feasible,,128,120,8,0.05898893894845969,9408952,10.7685696,0.007379200000000807,0.002823357056881526,7.993947710924387
3,model.8.m.0.m.0.cv2.conv,feasible,,128,120,8,0.06556762702894048,9386392,10.7595456,0.01640320000000095,0.0036589854049509096,3.997246087893623
3,model.8.m.0.m.1.cv1.conv,feasible,,128,120,8,0.05229842906919657,9408952,10.7685696,0.007379200000000807,0.002823357056881526,7.087276272386011
3,model.8.m.0.m.1.cv2.conv,feasible,,128,120,8,0.05882801012558048,9386392,10.7595456,0.01640320000000095,0.0036589854049509096,3.5863740078507282
3,model.9.cv1.conv,feasible,,256,248,8,0.08739875936225872,9406904,10.7677408,0.008207999999999771,0.0029001044831756806,10.647996998326164
3,model.9.cv2.conv,rejected,ValueError: protect_stem_attention_DFL:model.10.cv1.conv,,,,,,,,,
3,model.13.cv2.conv,feasible,,256,248,8,0.11759746192547027,9421240,10.7611264,0.014822399999999902,0.003512602282984112,7.933766591474461
3,model.13.m.0.cv1.conv,feasible,,64,56,8,0.46857728314353153,9408952,10.746432,0.029516799999999677,0.004873313408634727,15.874935058798266
3,model.16.cv2.conv,feasible,,128,120,8,0.1487996220967034,9410912,10.7146624,0.061286400000000185,0.007815199309213927,2.4279386959701164
3,model.16.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.16.cv1.conv,,,,,,,,,
3,model.17.conv,feasible,,128,120,8,0.11588363174814731,9416120,10.7579008,0.018048000000000286,0.0038112949691024856,6.420857255548841
3,model.19.cv2.conv,feasible,,248,240,8,0.051449969429086195,9400160,10.7544832,0.021465600000000862,0.004127766981775749,2.3968568047985674
3,model.19.m.0.cv1.conv,feasible,,64,56,8,0.266423247900093,9408952,10.746432,0.029516799999999677,0.004873313408634727,9.026156219512139
3,model.19.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.19.cv1.conv,,,,,,,,,
3,model.20.conv,feasible,,256,248,8,0.049285872275504516,9405432,10.7671616,0.008787200000000439,0.0029537387849489782,5.608825595810048
3,model.22.cv2.conv,feasible,,512,504,8,0.01521863833477255,9415520,10.7711968,0.0047519999999998674,0.0025800766051916613,3.2025754071491948
3,model.22.m.0.cv1.conv,feasible,,128,120,8,0.044743326914613135,9386392,10.7595456,0.01640320000000095,0.0036589854049509096,2.727719403202457
3,model.22.m.0.cv2.conv,feasible,,120,112,8,0.004035019961293074,9423288,10.774304,0.0016447999999993357,0.002292347837115294,2.453197933666527
3,model.22.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.22.cv1.conv,,,,,,,,,
3,model.22.m.0.m.0.cv1.conv,feasible,,128,120,8,0.10106834718681057,9408952,10.7685696,0.007379200000000807,0.002823357056881526,13.696382695522484
3,model.22.m.0.m.0.cv2.conv,feasible,,128,120,8,0.07001081353155314,9386392,10.7595456,0.01640320000000095,0.0036589854049509096,4.2681192408523385
3,model.22.m.0.m.1.cv1.conv,feasible,,128,120,8,0.07346546119151753,9408952,10.7685696,0.007379200000000807,0.002823357056881526,9.955748752101785
3,model.22.m.0.m.1.cv2.conv,feasible,,128,120,8,0.050230271746841026,9386392,10.7595456,0.01640320000000095,0.0036589854049509096,3.0622239408675207
4,model.1.conv,feasible,,64,56,8,0.35252590430900455,9397328,10.681984,0.07249919999999932,0.010841240688818532,4.862479921281999
4,model.2.cv2.conv,feasible,,128,120,8,0.26775179627293255,9390160,10.6754304,0.07905279999999948,0.011448108368551257,3.3869995278210805
4,model.3.conv,feasible,,128,120,8,0.3316289447102463,9389904,10.6888448,0.06563839999999921,0.010205926086598427,5.052361799042181
4,model.4.cv2.conv,feasible,,256,248,8,0.23322998748335522,9379152,10.7085056,0.04597759999999873,0.00838532304740025,5.07268729736571
4,model.4.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.4.cv1.conv,,,,,,,,,
4,model.5.conv,feasible,,256,248,8,0.2536716407194035,9379664,10.7216896,0.032793599999999756,0.007164475957313066,7.735400831851502
4,model.6.cv2.conv,feasible,,256,248,8,0.1526780080894241,9358160,10.73152,0.022963199999999517,0.006254174437714033,6.648812364540976
4,model.6.m.0.cv1.conv,feasible,,64,56,8,0.09312191219214583,9379632,10.7216384,0.03284479999999945,0.007169217111060999,2.8352102065516425
4,model.6.m.0.cv2.conv,feasible,,64,56,8,0.04482214920062688,9398096,10.7511808,0.0033023999999990394,0.0044335713985158565,13.572598474030983
4,model.6.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.6.cv1.conv,,,,,,,,,
4,model.6.m.0.m.0.cv1.conv,feasible,,64,56,8,0.22967953974148259,9390928,10.739712,0.01477119999999843,0.005495589838048098,15.549145617248904
4,model.6.m.0.m.0.cv2.conv,feasible,,64,56,8,0.1543513210126548,9379632,10.7216384,0.03284479999999945,0.007169217111060999,4.699414245562688
4,model.6.m.0.m.1.cv1.conv,feasible,,64,56,8,0.24963759469392244,9390928,10.739712,0.01477119999999843,0.005495589838048098,16.900292101789223
4,model.6.m.0.m.1.cv2.conv,feasible,,64,56,8,0.18188133960939012,9379632,10.7216384,0.03284479999999945,0.007169217111060999,5.5375992427840375
4,model.7.conv,feasible,,512,504,8,0.11021360519225709,9377616,10.7454656,0.009017599999999959,0.004962802685626655,12.22205522447853
4,model.8.cv2.conv,feasible,,512,504,8,0.07960463270865148,9391952,10.7512,0.0032831999999984873,0.004431793465860423,24.246050410784648
4,model.8.m.0.cv1.conv,feasible,,128,120,8,0.04265329105692217,9359152,10.73808,0.016403199999999174,0.00564671411376283,2.6003030540945864
4,model.8.m.0.cv2.conv,feasible,,128,120,8,0.015580691699142335,9396048,10.7528384,0.0016447999999993357,0.004280076545927325,9.472696801525187
4,model.8.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.8.cv1.conv,,,,,,,,,
4,model.8.m.0.m.0.cv1.conv,feasible,,128,120,8,0.05898893894845969,9381712,10.747104,0.007379199999999031,0.004811085765693335,7.993947710926311
4,model.8.m.0.m.0.cv2.conv,feasible,,128,120,8,0.06556762702894048,9359152,10.73808,0.016403199999999174,0.00564671411376283,3.997246087894056
4,model.8.m.0.m.1.cv1.conv,feasible,,128,120,8,0.05229842906919657,9381712,10.747104,0.007379199999999031,0.004811085765693335,7.087276272387717
4,model.8.m.0.m.1.cv2.conv,feasible,,128,120,8,0.05882801012558048,9359152,10.73808,0.016403199999999174,0.00564671411376283,3.586374007851117
4,model.9.cv1.conv,feasible,,256,248,8,0.08739875936225872,9379664,10.7462752,0.008207999999999771,0.004887833191987712,10.647996998326164
4,model.9.cv2.conv,rejected,ValueError: protect_stem_attention_DFL:model.10.cv1.conv,,,,,,,,,
4,model.13.cv2.conv,feasible,,256,248,8,0.11759746192547027,9394000,10.7396608,0.014822399999999902,0.005500330991796143,7.933766591474461
4,model.13.m.0.cv1.conv,feasible,,64,56,8,0.46857728314353153,9381712,10.7249664,0.029516799999999677,0.006861042117446758,15.874935058798266
4,model.16.cv2.conv,feasible,,128,120,8,0.1487996220967034,9383672,10.6931968,0.06128639999999841,0.009802928018025847,2.4279386959701865
4,model.16.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.16.cv1.conv,,,,,,,,,
4,model.17.conv,feasible,,128,120,8,0.11588363174814731,9388880,10.7364352,0.01804799999999851,0.0057990236779144055,6.420857255549472
4,model.19.cv2.conv,feasible,,240,232,8,0.05481741233597859,9372920,10.7330176,0.021465599999999085,0.006115495690587558,2.553733058287722
4,model.19.m.0.cv1.conv,feasible,,64,56,8,0.266423247900093,9381712,10.7249664,0.029516799999999677,0.006861042117446758,9.026156219512139
4,model.19.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.19.cv1.conv,,,,,,,,,
4,model.20.conv,feasible,,256,248,8,0.049285872275504516,9378768,10.7459264,0.008556799999999143,0.0049201323018953635,5.759848573708566
4,model.22.cv2.conv,feasible,,512,504,8,0.01521863833477255,9388280,10.7497312,0.0047519999999998674,0.004567805314003692,3.2025754071491948
4,model.22.m.0.cv1.conv,feasible,,128,120,8,0.044743326914613135,9359152,10.73808,0.016403199999999174,0.00564671411376283,2.7277194032027525
4,model.22.m.0.cv2.conv,feasible,,120,112,8,0.004035019961293074,9396048,10.7528384,0.0016447999999993357,0.004280076545927325,2.453197933666527
4,model.22.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.22.cv1.conv,,,,,,,,,
4,model.22.m.0.m.0.cv1.conv,feasible,,128,120,8,0.10106834718681057,9381712,10.747104,0.007379199999999031,0.004811085765693335,13.69638269552578
4,model.22.m.0.m.0.cv2.conv,feasible,,128,120,8,0.07001081353155314,9359152,10.73808,0.016403199999999174,0.00564671411376283,4.268119240852801
4,model.22.m.0.m.1.cv1.conv,feasible,,128,120,8,0.07346546119151753,9381712,10.747104,0.007379199999999031,0.004811085765693335,9.955748752104181
4,model.22.m.0.m.1.cv2.conv,feasible,,128,120,8,0.050230271746841026,9359152,10.73808,0.016403199999999174,0.00564671411376283,3.0622239408678524
5,model.1.conv,feasible,,64,56,8,0.35252590430900455,9380840,10.6206976,0.0724992000000011,0.016516401725068852,4.862479921281879
5,model.2.cv2.conv,feasible,,128,120,8,0.26775179627293255,9373672,10.614144,0.07905280000000126,0.017123269404801578,3.3869995278210046
5,model.3.conv,feasible,,128,120,8,0.3316289447102463,9373416,10.6275584,0.06563840000000098,0.015881087122848636,5.052361799042044
5,model.4.cv2.conv,feasible,,256,248,8,0.23322998748335522,9362664,10.6472192,0.04597760000000051,0.01406048408365057,5.072687297365514
5,model.4.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.4.cv1.conv,,,,,,,,,
5,model.5.conv,feasible,,256,248,8,0.2536716407194035,9363176,10.6604032,0.03279360000000153,0.012839636993563386,7.7354008318510825
5,model.6.cv2.conv,feasible,,256,248,8,0.1526780080894241,9341672,10.6702336,0.022963200000001294,0.011929335473964353,6.64881236454046
5,model.6.m.0.cv1.conv,feasible,,64,56,8,0.09312191219214583,9363144,10.660352,0.03284480000000123,0.01284437814731132,2.835210206551489
5,model.6.m.0.cv2.conv,feasible,,64,56,8,0.04482214920062688,9381608,10.6898944,0.003302400000000816,0.010108732434766177,13.572598474023682
5,model.6.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.6.cv1.conv,,,,,,,,,
5,model.6.m.0.m.0.cv1.conv,feasible,,64,56,8,0.22967953974148259,9374440,10.6784256,0.014771200000000206,0.011170750874298307,15.549145617247033
5,model.6.m.0.m.0.cv2.conv,feasible,,64,56,8,0.1543513210126548,9363144,10.660352,0.03284480000000123,0.01284437814731132,4.699414245562434
5,model.6.m.0.m.1.cv1.conv,feasible,,64,56,8,0.24963759469392244,9374440,10.6784256,0.014771200000000206,0.011170750874298307,16.90029210178719
5,model.6.m.0.m.1.cv2.conv,feasible,,64,56,8,0.18188133960939012,9363144,10.660352,0.03284480000000123,0.01284437814731132,5.537599242783738
5,model.7.conv,feasible,,512,504,8,0.11021360519225709,9361128,10.6841792,0.009017599999999959,0.010637963721876753,12.22205522447853
5,model.8.cv2.conv,feasible,,512,504,8,0.07960463270865148,9375464,10.6899136,0.0032832000000002637,0.010106954502110632,24.24605041077153
5,model.8.m.0.cv1.conv,feasible,,128,120,8,0.04265329105692217,9342664,10.6767936,0.01640320000000095,0.01132187515001315,2.600303054094305
5,model.8.m.0.cv2.conv,feasible,,128,120,8,0.015580691699142335,9379560,10.691552,0.001644800000001112,0.009955237582177534,9.472696801514957
5,model.8.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.8.cv1.conv,,,,,,,,,
5,model.8.m.0.m.0.cv1.conv,feasible,,128,120,8,0.05898893894845969,9365224,10.6858176,0.007379200000000807,0.010486246801943655,7.993947710924387
5,model.8.m.0.m.0.cv2.conv,feasible,,128,120,8,0.06556762702894048,9342664,10.6767936,0.01640320000000095,0.01132187515001315,3.997246087893623
5,model.8.m.0.m.1.cv1.conv,feasible,,128,120,8,0.05229842906919657,9365224,10.6858176,0.007379200000000807,0.010486246801943655,7.087276272386011
5,model.8.m.0.m.1.cv2.conv,feasible,,128,120,8,0.05882801012558048,9342664,10.6767936,0.01640320000000095,0.01132187515001315,3.5863740078507282
5,model.9.cv1.conv,feasible,,256,248,8,0.08739875936225872,9363176,10.6849888,0.008208000000001547,0.010562994228238032,10.64799699832386
5,model.9.cv2.conv,rejected,ValueError: protect_stem_attention_DFL:model.10.cv1.conv,,,,,,,,,
5,model.13.cv2.conv,feasible,,256,248,8,0.11759746192547027,9377512,10.6783744,0.014822400000001679,0.011175492028046352,7.93376659147351
5,model.13.m.0.cv1.conv,feasible,,64,56,8,0.46857728314353153,9365224,10.66368,0.029516800000001453,0.012536203153697079,15.87493505879731
5,model.16.cv2.conv,feasible,,120,112,8,0.16558765847730683,9367184,10.6319104,0.061286400000000185,0.015478089054276056,2.701866294598905
