step,layer,status,reason,before_channels,after_channels,removed_channels,taylor_cost,parameters,gmacs,step_gmac_saved,total_compute_reduction,score_per_gmac
11,model.9.cv2.conv,rejected,ValueError: protect_stem_attention_DFL:model.10.cv1.conv,,,,,,,,,
11,model.13.cv2.conv,feasible,,256,248,8,0.11759746192547027,9257312,10.554464,0.014822399999999902,0.022649676742211078,7.933766591474461
11,model.13.m.0.cv1.conv,feasible,,64,56,8,0.46857728314353153,9245024,10.5397696,0.029516799999999677,0.024010387867861693,15.874935058798266
11,model.16.cv2.conv,feasible,,112,104,8,0.17535552080516936,9246984,10.508,0.061286400000000185,0.026952273768441004,2.8612468803057256
11,model.16.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.16.cv1.conv,,,,,,,,,
11,model.17.conv,feasible,,128,120,8,0.11588363174814731,9253344,10.5530816,0.016204799999998798,0.02277768789340462,7.151191730114281
11,model.19.cv2.conv,feasible,,224,216,8,0.05867844069507555,9236232,10.5478208,0.021465599999999085,0.023264841441002604,2.7336035654758333
11,model.19.m.0.cv1.conv,feasible,,64,56,8,0.266423247900093,9245024,10.5397696,0.029516799999999677,0.024010387867861693,9.026156219512139
11,model.19.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.19.cv1.conv,,,,,,,,,
11,model.20.conv,feasible,,256,248,8,0.049285872275504516,9243232,10.5611904,0.008096000000000103,0.02202680766857923,6.087681852211449
11,model.22.cv2.conv,feasible,,512,504,8,0.01521863833477255,9251592,10.5645344,0.0047519999999998674,0.021717151064418738,3.2025754071491948
11,model.22.m.0.cv1.conv,feasible,,128,120,8,0.044743326914613135,9222464,10.5528832,0.016403199999999174,0.022796059864177765,2.7277194032027525
11,model.22.m.0.cv2.conv,feasible,,104,96,8,0.00463012866111967,9259360,10.5676416,0.0016447999999993357,0.02142942229634226,2.815010129572921
11,model.22.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.22.cv1.conv,,,,,,,,,
11,model.22.m.0.m.0.cv1.conv,feasible,,128,120,8,0.10106834718681057,9245024,10.5619072,0.007379199999999031,0.02196043151610838,13.69638269552578
11,model.22.m.0.m.0.cv2.conv,feasible,,128,120,8,0.07001081353155314,9222464,10.5528832,0.016403199999999174,0.022796059864177765,4.268119240852801
11,model.22.m.0.m.1.cv1.conv,feasible,,128,120,8,0.07346546119151753,9245024,10.5619072,0.007379199999999031,0.02196043151610838,9.955748752104181
11,model.22.m.0.m.1.cv2.conv,feasible,,128,120,8,0.050230271746841026,9222464,10.5528832,0.016403199999999174,0.022796059864177765,3.0622239408678524
12,model.1.conv,feasible,,64,56,8,0.35252590430900455,9219632,10.480384,0.07249919999999932,0.02950953357122066,4.862479921281999
12,model.2.cv2.conv,feasible,,128,120,8,0.26775179627293255,9212464,10.4738304,0.07905279999999948,0.030116401250953384,3.3869995278210805
12,model.3.conv,feasible,,128,120,8,0.3316289447102463,9212208,10.4872448,0.06563840000000098,0.028874218969000665,5.052361799042044
12,model.4.cv2.conv,feasible,,256,248,8,0.23322998748335522,9201456,10.5069056,0.04597760000000051,0.027053615929802488,5.072687297365514
12,model.4.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.4.cv1.conv,,,,,,,,,
12,model.5.conv,feasible,,256,248,8,0.2536716407194035,9201968,10.5200896,0.032793599999999756,0.025832768839715192,7.735400831851502
12,model.6.cv2.conv,feasible,,256,248,8,0.1526780080894241,9180464,10.52992,0.022963199999999517,0.02492246732011616,6.648812364540976
12,model.6.m.0.cv1.conv,feasible,,64,56,8,0.09312191219214583,9201936,10.5200384,0.03284479999999945,0.025837509993463126,2.8352102065516425
12,model.6.m.0.cv2.conv,feasible,,64,56,8,0.04482214920062688,9220400,10.5495808,0.003302400000000816,0.023101864280918205,13.572598474023682
12,model.6.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.6.cv1.conv,,,,,,,,,
12,model.6.m.0.m.0.cv1.conv,feasible,,64,56,8,0.22967953974148259,9213232,10.538112,0.014771200000000206,0.024163882720450336,15.549145617247033
12,model.6.m.0.m.0.cv2.conv,feasible,,64,56,8,0.1543513210126548,9201936,10.5200384,0.03284479999999945,0.025837509993463126,4.699414245562688
12,model.6.m.0.m.1.cv1.conv,feasible,,64,56,8,0.24963759469392244,9213232,10.538112,0.014771200000000206,0.024163882720450336,16.90029210178719
12,model.6.m.0.m.1.cv2.conv,feasible,,64,56,8,0.18188133960939012,9201936,10.5200384,0.03284479999999945,0.025837509993463126,5.5375992427840375
12,model.7.conv,feasible,,512,504,8,0.11021360519225709,9199920,10.5438656,0.009017599999999959,0.02363109556802878,12.22205522447853
12,model.8.cv2.conv,feasible,,512,504,8,0.07960463270865148,9214256,10.5496,0.0032832000000002637,0.02310008634826266,24.24605041077153
12,model.8.m.0.cv1.conv,feasible,,120,112,8,0.0589791791717289,9181456,10.53648,0.01640320000000095,0.024315006996165067,3.5955898344058164
12,model.8.m.0.cv2.conv,feasible,,128,120,8,0.015580691699142335,9218352,10.5512384,0.0016447999999993357,0.02294836942832945,9.472696801525187
12,model.8.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.8.cv1.conv,,,,,,,,,
12,model.8.m.0.m.0.cv1.conv,feasible,,128,120,8,0.05898893894845969,9205168,10.5459648,0.006918399999999991,0.023436708264364392,8.526384561236668
12,model.8.m.0.m.0.cv2.conv,feasible,,120,112,8,0.0760148638728424,9181456,10.53648,0.01640320000000095,0.024315006996165067,4.634148451085032
12,model.8.m.0.m.1.cv1.conv,feasible,,128,120,8,0.05229842906919657,9205168,10.5459648,0.006918399999999991,0.023436708264364392,7.559324275728006
12,model.8.m.0.m.1.cv2.conv,feasible,,120,112,8,0.07124925615062239,9181456,10.53648,0.01640320000000095,0.024315006996165067,4.343619302978581
12,model.9.cv1.conv,feasible,,256,248,8,0.08739875936225872,9201968,10.5446752,0.008207999999999771,0.023556126074389838,10.647996998326164
12,model.9.cv2.conv,rejected,ValueError: protect_stem_attention_DFL:model.10.cv1.conv,,,,,,,,,
12,model.13.cv2.conv,feasible,,256,248,8,0.11759746192547027,9216304,10.5380608,0.014822399999999902,0.02416862387419827,7.933766591474461
12,model.13.m.0.cv1.conv,feasible,,64,56,8,0.46857728314353153,9204016,10.5233664,0.029516799999999677,0.025529334999848885,15.874935058798266
12,model.16.cv2.conv,feasible,,112,104,8,0.17535552080516936,9205976,10.4915968,0.061286400000000185,0.028471220900428085,2.8612468803057256
12,model.16.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.16.cv1.conv,,,,,,,,,
12,model.17.conv,feasible,,128,120,8,0.11588363174814731,9212336,10.5366784,0.016204800000000574,0.02429663502539192,7.1511917301134975
12,model.19.cv2.conv,feasible,,224,216,8,0.05867844069507555,9195224,10.5314176,0.021465600000000862,0.024783788572989907,2.7336035654756072
12,model.19.m.0.cv1.conv,feasible,,64,56,8,0.266423247900093,9204016,10.5233664,0.029516799999999677,0.025529334999848885,9.026156219512139
12,model.19.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.19.cv1.conv,,,,,,,,,
12,model.20.conv,feasible,,256,248,8,0.049285872275504516,9202224,10.5447872,0.008096000000000103,0.02354575480056631,6.087681852211449
12,model.22.cv2.conv,feasible,,512,504,8,0.01521863833477255,9210584,10.5481312,0.0047519999999998674,0.02323609819640582,3.2025754071491948
12,model.22.m.0.cv1.conv,feasible,,120,112,8,0.05204049970052438,9181456,10.53648,0.01640320000000095,0.024315006996165067,3.1725821608296774
12,model.22.m.0.cv2.conv,feasible,,104,96,8,0.00463012866111967,9218352,10.5512384,0.0016447999999993357,0.02294836942832945,2.815010129572921
12,model.22.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.22.cv1.conv,,,,,,,,,
12,model.22.m.0.m.0.cv1.conv,feasible,,128,120,8,0.10106834718681057,9205168,10.5459648,0.006918399999999991,0.023436708264364392,14.608630201608854
12,model.22.m.0.m.0.cv2.conv,feasible,,120,112,8,0.07001081353155314,9181456,10.53648,0.01640320000000095,0.024315006996165067,4.2681192408523385
12,model.22.m.0.m.1.cv1.conv,feasible,,128,120,8,0.07346546119151753,9205168,10.5459648,0.006918399999999991,0.023436708264364392,10.618851351687908
12,model.22.m.0.m.1.cv2.conv,feasible,,120,112,8,0.050230271746841026,9181456,10.53648,0.01640320000000095,0.024315006996165067,3.0622239408675207
13,model.1.conv,feasible,,64,56,8,0.35252590430900455,9192392,10.4589184,0.07249919999999932,0.03149726228003269,4.862479921281999
13,model.2.cv2.conv,feasible,,128,120,8,0.26775179627293255,9185224,10.4523648,0.07905279999999948,0.032104129959765415,3.3869995278210805
13,model.3.conv,feasible,,128,120,8,0.3316289447102463,9184968,10.4657792,0.06563839999999921,0.030861947677812585,5.052361799042181
13,model.4.cv2.conv,feasible,,256,248,8,0.23322998748335522,9174216,10.48544,0.04597759999999873,0.029041344638614408,5.07268729736571
13,model.4.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.4.cv1.conv,,,,,,,,,
13,model.5.conv,feasible,,256,248,8,0.2536716407194035,9174728,10.498624,0.032793599999999756,0.027820497548527223,7.735400831851502
13,model.6.cv2.conv,feasible,,256,248,8,0.1526780080894241,9153224,10.5084544,0.022963199999999517,0.02691019602892819,6.648812364540976
13,model.6.m.0.cv1.conv,feasible,,64,56,8,0.09312191219214583,9174696,10.4985728,0.03284479999999945,0.027825238702275157,2.8352102065516425
13,model.6.m.0.cv2.conv,feasible,,64,56,8,0.04482214920062688,9193160,10.5281152,0.0033023999999990394,0.025089592989730125,13.572598474030983
13,model.6.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.6.cv1.conv,,,,,,,,,
13,model.6.m.0.m.0.cv1.conv,feasible,,64,56,8,0.22967953974148259,9185992,10.5166464,0.01477119999999843,0.026151611429262256,15.549145617248904
13,model.6.m.0.m.0.cv2.conv,feasible,,64,56,8,0.1543513210126548,9174696,10.4985728,0.03284479999999945,0.027825238702275157,4.699414245562688
13,model.6.m.0.m.1.cv1.conv,feasible,,64,56,8,0.24963759469392244,9185992,10.5166464,0.01477119999999843,0.026151611429262256,16.900292101789223
13,model.6.m.0.m.1.cv2.conv,feasible,,64,56,8,0.18188133960939012,9174696,10.4985728,0.03284479999999945,0.027825238702275157,5.5375992427840375
13,model.7.conv,feasible,,512,504,8,0.11021360519225709,9172680,10.5224,0.009017599999999959,0.025618824276840813,12.22205522447853
13,model.8.cv2.conv,feasible,,512,504,8,0.07960463270865148,9187016,10.5281344,0.0032831999999984873,0.02508781505707458,24.246050410784648
13,model.8.m.0.cv1.conv,feasible,,120,112,8,0.0589791791717289,9154216,10.5150144,0.016403199999999174,0.026302735704976987,3.5955898344062054
13,model.8.m.0.cv2.conv,feasible,,128,120,8,0.015580691699142335,9191112,10.5297728,0.0016447999999993357,0.024936098137141482,9.472696801525187
13,model.8.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.8.cv1.conv,,,,,,,,,
13,model.8.m.0.m.0.cv1.conv,feasible,,128,120,8,0.05898893894845969,9177928,10.5244992,0.006918399999999991,0.025424436973176423,8.526384561236668
13,model.8.m.0.m.0.cv2.conv,feasible,,120,112,8,0.0760148638728424,9154216,10.5150144,0.016403199999999174,0.026302735704976987,4.634148451085534
13,model.8.m.0.m.1.cv1.conv,feasible,,128,120,8,0.05229842906919657,9177928,10.5244992,0.006918399999999991,0.025424436973176423,7.559324275728006
13,model.8.m.0.m.1.cv2.conv,feasible,,120,112,8,0.07124925615062239,9154216,10.5150144,0.016403199999999174,0.026302735704976987,4.343619302979051
13,model.9.cv1.conv,feasible,,256,248,8,0.08739875936225872,9174728,10.5232096,0.008207999999999771,0.02554385478320198,10.647996998326164
13,model.9.cv2.conv,rejected,ValueError: protect_stem_attention_DFL:model.10.cv1.conv,,,,,,,,,
13,model.13.cv2.conv,feasible,,256,248,8,0.11759746192547027,9189064,10.5165952,0.014822399999999902,0.0261563525830103,7.933766591474461
13,model.13.m.0.cv1.conv,feasible,,64,56,8,0.46857728314353153,9176776,10.5019008,0.029516799999999677,0.027517063708660916,15.874935058798266
13,model.16.cv2.conv,feasible,,112,104,8,0.17535552080516936,9178736,10.4701312,0.06128639999999841,0.030458949609240005,2.8612468803058086
13,model.16.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.16.cv1.conv,,,,,,,,,
13,model.17.conv,feasible,,128,120,8,0.11588363174814731,9185096,10.5152128,0.016204799999998798,0.02628436373420384,7.151191730114281
13,model.19.cv2.conv,feasible,,216,208,8,0.059730943579779705,9167984,10.509952,0.021465599999999085,0.026771517281801716,2.782635639338395
13,model.19.m.0.cv1.conv,feasible,,64,56,8,0.266423247900093,9176776,10.5019008,0.029516799999999677,0.027517063708660916,9.026156219512139
13,model.19.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.19.cv1.conv,,,,,,,,,
13,model.20.conv,feasible,,256,248,8,0.049285872275504516,9175560,10.523552,0.007865599999998807,0.025512148317512695,6.266002882871236
13,model.22.cv2.conv,feasible,,512,504,8,0.01521863833477255,9183344,10.5266656,0.0047519999999998674,0.02522382690521785,3.2025754071491948
13,model.22.m.0.cv1.conv,feasible,,120,112,8,0.05204049970052438,9154216,10.5150144,0.016403199999999174,0.026302735704976987,3.172582160830021
13,model.22.m.0.cv2.conv,feasible,,104,96,8,0.00463012866111967,9191112,10.5297728,0.0016447999999993357,0.024936098137141482,2.815010129572921
13,model.22.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.22.cv1.conv,,,,,,,,,
13,model.22.m.0.m.0.cv1.conv,feasible,,128,120,8,0.10106834718681057,9177928,10.5244992,0.006918399999999991,0.025424436973176423,14.608630201608854
13,model.22.m.0.m.0.cv2.conv,feasible,,120,112,8,0.07001081353155314,9154216,10.5150144,0.016403199999999174,0.026302735704976987,4.268119240852801
13,model.22.m.0.m.1.cv1.conv,feasible,,128,120,8,0.07346546119151753,9177928,10.5244992,0.006918399999999991,0.025424436973176423,10.618851351687908
13,model.22.m.0.m.1.cv2.conv,feasible,,120,112,8,0.050230271746841026,9154216,10.5150144,0.016403199999999174,0.026302735704976987,3.0622239408678524
14,model.1.conv,feasible,,64,56,8,0.35252590430900455,9165152,10.4374528,0.07249919999999932,0.03348499098884461,4.862479921281999
14,model.2.cv2.conv,feasible,,128,120,8,0.26775179627293255,9157984,10.4308992,0.07905279999999948,0.034091858668577335,3.3869995278210805
14,model.3.conv,feasible,,128,120,8,0.3316289447102463,9157728,10.4443136,0.06563840000000098,0.032849676386624616,5.052361799042044
14,model.4.cv2.conv,feasible,,256,248,8,0.23322998748335522,9146976,10.4639744,0.04597760000000051,0.03102907334742644,5.072687297365514
14,model.4.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.4.cv1.conv,,,,,,,,,
14,model.5.conv,feasible,,256,248,8,0.2536716407194035,9147488,10.4771584,0.032793599999999756,0.029808226257339143,7.735400831851502
14,model.6.cv2.conv,feasible,,256,248,8,0.1526780080894241,9125984,10.4869888,0.022963199999999517,0.02889792473774011,6.648812364540976
14,model.6.m.0.cv1.conv,feasible,,64,56,8,0.09312191219214583,9147456,10.4771072,0.03284479999999945,0.029812967411087077,2.8352102065516425
14,model.6.m.0.cv2.conv,feasible,,64,56,8,0.04482214920062688,9165920,10.5066496,0.003302400000000816,0.027077321698542156,13.572598474023682
14,model.6.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.6.cv1.conv,,,,,,,,,
14,model.6.m.0.m.0.cv1.conv,feasible,,64,56,8,0.22967953974148259,9158752,10.4951808,0.014771200000000206,0.028139340138074287,15.549145617247033
14,model.6.m.0.m.0.cv2.conv,feasible,,64,56,8,0.1543513210126548,9147456,10.4771072,0.03284479999999945,0.029812967411087077,4.699414245562688
14,model.6.m.0.m.1.cv1.conv,feasible,,64,56,8,0.24963759469392244,9158752,10.4951808,0.014771200000000206,0.028139340138074287,16.90029210178719
14,model.6.m.0.m.1.cv2.conv,feasible,,64,56,8,0.18188133960939012,9147456,10.4771072,0.03284479999999945,0.029812967411087077,5.5375992427840375
14,model.7.conv,feasible,,512,504,8,0.11021360519225709,9145440,10.5009344,0.009017599999999959,0.027606552985652733,12.22205522447853
14,model.8.cv2.conv,feasible,,512,504,8,0.07960463270865148,9159776,10.5066688,0.0032832000000002637,0.02707554376588661,24.24605041077153
14,model.8.m.0.cv1.conv,feasible,,120,112,8,0.0589791791717289,9126976,10.4935488,0.01640320000000095,0.028290464413789018,3.5955898344058164
14,model.8.m.0.cv2.conv,feasible,,128,120,8,0.015580691699142335,9163872,10.5083072,0.0016447999999993357,0.02692382684595329,9.472696801525187
14,model.8.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.8.cv1.conv,,,,,,,,,
14,model.8.m.0.m.0.cv1.conv,feasible,,128,120,8,0.05898893894845969,9150688,10.5030336,0.006918399999999991,0.027412165681988343,8.526384561236668
14,model.8.m.0.m.0.cv2.conv,feasible,,120,112,8,0.0760148638728424,9126976,10.4935488,0.01640320000000095,0.028290464413789018,4.634148451085032
14,model.8.m.0.m.1.cv1.conv,feasible,,128,120,8,0.05229842906919657,9150688,10.5030336,0.006918399999999991,0.027412165681988343,7.559324275728006
14,model.8.m.0.m.1.cv2.conv,feasible,,120,112,8,0.07124925615062239,9126976,10.4935488,0.01640320000000095,0.028290464413789018,4.343619302978581
14,model.9.cv1.conv,feasible,,256,248,8,0.08739875936225872,9147488,10.501744,0.008207999999999771,0.02753158349201379,10.647996998326164
14,model.9.cv2.conv,rejected,ValueError: protect_stem_attention_DFL:model.10.cv1.conv,,,,,,,,,
14,model.13.cv2.conv,feasible,,256,248,8,0.11759746192547027,9161824,10.4951296,0.014822399999999902,0.02814408129182211,7.933766591474461
14,model.13.m.0.cv1.conv,feasible,,64,56,8,0.46857728314353153,9149536,10.4804352,0.029516799999999677,0.029504792417472836,15.874935058798266
14,model.16.cv2.conv,feasible,,112,104,8,0.17535552080516936,9151496,10.4486656,0.061286400000000185,0.032446678318052036,2.8612468803057256
14,model.16.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.16.cv1.conv,,,,,,,,,
14,model.17.conv,feasible,,128,120,8,0.11588363174814731,9157856,10.4937472,0.016204800000000574,0.028272092443015873,7.1511917301134975
14,model.19.cv2.conv,feasible,,208,200,8,0.06130672504150425,9140744,10.4884864,0.021465600000000862,0.028759245990613747,2.8560452557348404
14,model.19.m.0.cv1.conv,feasible,,64,56,8,0.266423247900093,9149536,10.4804352,0.029516799999999677,0.029504792417472836,9.026156219512139
14,model.19.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.19.cv1.conv,,,,,,,,,
14,model.20.conv,feasible,,256,248,8,0.049285872275504516,9148896,10.5023168,0.007635200000001063,0.02747854183445919,6.455085953936721
14,model.22.cv2.conv,feasible,,512,504,8,0.01521863833477255,9156104,10.5052,0.0047519999999998674,0.02721155561402977,3.2025754071491948
14,model.22.m.0.cv1.conv,feasible,,120,112,8,0.05204049970052438,9126976,10.4935488,0.01640320000000095,0.028290464413789018,3.1725821608296774
14,model.22.m.0.cv2.conv,feasible,,104,96,8,0.00463012866111967,9163872,10.5083072,0.0016447999999993357,0.02692382684595329,2.815010129572921
14,model.22.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.22.cv1.conv,,,,,,,,,
14,model.22.m.0.m.0.cv1.conv,feasible,,128,120,8,0.10106834718681057,9150688,10.5030336,0.006918399999999991,0.027412165681988343,14.608630201608854
14,model.22.m.0.m.0.cv2.conv,feasible,,120,112,8,0.07001081353155314,9126976,10.4935488,0.01640320000000095,0.028290464413789018,4.2681192408523385
14,model.22.m.0.m.1.cv1.conv,feasible,,128,120,8,0.07346546119151753,9150688,10.5030336,0.006918399999999991,0.027412165681988343,10.618851351687908
14,model.22.m.0.m.1.cv2.conv,feasible,,120,112,8,0.050230271746841026,9126976,10.4935488,0.01640320000000095,0.028290464413789018,3.0622239408675207
15,model.1.conv,feasible,,64,56,8,0.35252590430900455,9161040,10.435808,0.0724992000000011,0.03363730055299641,4.862479921281879
15,model.2.cv2.conv,feasible,,128,120,8,0.26775179627293255,9153872,10.4292544,0.07905280000000126,0.03424416823272913,3.3869995278210046
15,model.3.conv,feasible,,128,120,8,0.3316289447102463,9153616,10.4426688,0.06563840000000098,0.03300198595077619,5.052361799042044
15,model.4.cv2.conv,feasible,,256,248,8,0.23322998748335522,9142864,10.4623296,0.04597760000000051,0.031181382911578126,5.072687297365514
15,model.4.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.4.cv1.conv,,,,,,,,,
15,model.5.conv,feasible,,256,248,8,0.2536716407194035,9143376,10.4755136,0.03279360000000153,0.02996053582149094,7.7354008318510825
15,model.6.cv2.conv,feasible,,256,248,8,0.1526780080894241,9121872,10.485344,0.022963200000001294,0.029050234301891797,6.64881236454046
15,model.6.m.0.cv1.conv,feasible,,64,56,8,0.09312191219214583,9143344,10.4754624,0.03284480000000123,0.029965276975238764,2.835210206551489
15,model.6.m.0.cv2.conv,feasible,,64,56,8,0.04482214920062688,9161808,10.5050048,0.003302400000000816,0.027229631262693732,13.572598474023682
15,model.6.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.6.cv1.conv,,,,,,,,,
15,model.6.m.0.m.0.cv1.conv,feasible,,64,56,8,0.22967953974148259,9154640,10.493536,0.014771200000000206,0.028291649702225863,15.549145617247033
15,model.6.m.0.m.0.cv2.conv,feasible,,64,56,8,0.1543513210126548,9143344,10.4754624,0.03284480000000123,0.029965276975238764,4.699414245562434
15,model.6.m.0.m.1.cv1.conv,feasible,,64,56,8,0.24963759469392244,9154640,10.493536,0.014771200000000206,0.028291649702225863,16.90029210178719
15,model.6.m.0.m.1.cv2.conv,feasible,,64,56,8,0.18188133960939012,9143344,10.4754624,0.03284480000000123,0.029965276975238764,5.537599242783738
15,model.7.conv,feasible,,512,504,8,0.11021360519225709,9141328,10.4992896,0.009017600000001735,0.02775886254980442,12.222055224476122
15,model.8.cv2.conv,feasible,,512,504,8,0.07960463270865148,9155664,10.505024,0.0032832000000002637,0.027227853330038188,24.24605041077153
15,model.8.m.0.cv1.conv,feasible,,120,112,8,0.0589791791717289,9122864,10.491904,0.01640320000000095,0.028442773977940594,3.5955898344058164
15,model.8.m.0.cv2.conv,feasible,,128,120,8,0.015580691699142335,9159760,10.5066624,0.001644800000001112,0.02707613641010509,9.472696801514957
15,model.8.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.8.cv1.conv,,,,,,,,,
15,model.8.m.0.m.0.cv1.conv,feasible,,128,120,8,0.05898893894845969,9146576,10.5013888,0.006918399999999991,0.02756447524613992,8.526384561236668
15,model.8.m.0.m.0.cv2.conv,feasible,,120,112,8,0.0760148638728424,9122864,10.491904,0.01640320000000095,0.028442773977940594,4.634148451085032
15,model.8.m.0.m.1.cv1.conv,feasible,,128,120,8,0.05229842906919657,9146576,10.5013888,0.006918399999999991,0.02756447524613992,7.559324275728006
15,model.8.m.0.m.1.cv2.conv,feasible,,120,112,8,0.07124925615062239,9122864,10.491904,0.01640320000000095,0.028442773977940594,4.343619302978581
15,model.9.cv1.conv,feasible,,256,248,8,0.08739875936225872,9143376,10.5000992,0.008208000000001547,0.027683893056165587,10.64799699832386
15,model.9.cv2.conv,rejected,ValueError: protect_stem_attention_DFL:model.10.cv1.conv,,,,,,,,,
15,model.13.cv2.conv,feasible,,256,248,8,0.11759746192547027,9157712,10.4934848,0.014822400000001679,0.028296390855973907,7.93376659147351
15,model.13.m.0.cv1.conv,feasible,,64,56,8,0.46857728314353153,9145424,10.4787904,0.029516800000001453,0.029657101981624523,15.87493505879731
15,model.16.cv2.conv,feasible,,112,104,8,0.17535552080516936,9147384,10.4470208,0.061286400000000185,0.03259898788220361,2.8612468803057256
15,model.16.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.16.cv1.conv,,,,,,,,,
15,model.17.conv,feasible,,128,120,8,0.11588363174814731,9153744,10.4921024,0.016204800000000574,0.02842440200716745,7.1511917301134975
15,model.19.cv2.conv,feasible,,208,200,8,0.06130672504150425,9136632,10.4868416,0.021465600000000862,0.028911555554765433,2.8560452557348404
15,model.19.m.0.cv1.conv,feasible,,64,56,8,0.266423247900093,9145424,10.4787904,0.029516800000001453,0.029657101981624523,9.026156219511595
15,model.19.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.19.cv1.conv,,,,,,,,,
15,model.20.conv,feasible,,256,248,8,0.049285872275504516,9144784,10.500672,0.007635200000001063,0.027630851398610767,6.455085953936721
15,model.22.cv2.conv,feasible,,512,504,8,0.01521863833477255,9151992,10.5035552,0.004752000000001644,0.027363865178181568,3.202575407147998
15,model.22.m.0.cv1.conv,feasible,,120,112,8,0.05204049970052438,9122864,10.491904,0.01640320000000095,0.028442773977940594,3.1725821608296774
15,model.22.m.0.cv2.conv,feasible,,96,88,8,0.005034729575527308,9159760,10.5066624,0.001644800000001112,0.02707613641010509,3.0609980395938132
15,model.22.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.22.cv1.conv,,,,,,,,,
15,model.22.m.0.m.0.cv1.conv,feasible,,128,120,8,0.10106834718681057,9146576,10.5013888,0.006918399999999991,0.02756447524613992,14.608630201608854
15,model.22.m.0.m.0.cv2.conv,feasible,,120,112,8,0.07001081353155314,9122864,10.491904,0.01640320000000095,0.028442773977940594,4.2681192408523385
15,model.22.m.0.m.1.cv1.conv,feasible,,128,120,8,0.07346546119151753,9146576,10.5013888,0.006918399999999991,0.02756447524613992,10.618851351687908
15,model.22.m.0.m.1.cv2.conv,feasible,,120,112,8,0.050230271746841026,9122864,10.491904,0.01640320000000095,0.028442773977940594,3.0622239408675207
16,model.1.conv,feasible,,64,56,8,0.35252590430900455,9140512,10.4029632,0.07249919999999932,0.03667875068228166,4.862479921281999
16,model.2.cv2.conv,feasible,,128,120,8,0.26775179627293255,9133344,10.3964096,0.07905279999999948,0.03728561836201438,3.3869995278210805
16,model.3.conv,feasible,,128,120,8,0.3316289447102463,9133088,10.409824,0.06563839999999921,0.03604343608006144,5.052361799042181
16,model.4.cv2.conv,feasible,,256,248,8,0.23322998748335522,9122336,10.4294848,0.04597759999999873,0.034222833040863376,5.07268729736571
16,model.4.m.0.cv2.conv,rejected,ValueError: protect_CSP_chunk_width:model.4.cv1.conv,,,,,,,,,
16,model.5.conv,feasible,,256,248,8,0.2536716407194035,9122848,10.4426688,0.032793599999999756,0.03300198595077619,7.735400831851502
16,model.6.cv2.conv,feasible,,256,248,8,0.1526780080894241,9101344,10.4524992,0.022963199999999517,0.03209168443117716,6.648812364540976
16,model.6.m.0.cv1.conv,feasible,,56,48,8,0.12329893329297192,9122816,10.4426176,0.03284479999999945,0.033006727104524125,3.7539864238166767
16,model.6.m.0.cv2.conv,feasible,,64,56,8,0.04482214920062688,9141280,10.47216,0.0033023999999990394,0.030271081391978982,13.572598474030983
16,model.6.m.0.cv3.conv,rejected,ValueError: protect_CSP_chunk_width:model.6.cv1.conv,,,,,,,,,
16,model.6.m.0.m.0.cv1.conv,feasible,,64,56,8,0.22967953974148259,9135264,10.4625344,0.012928000000000495,0.031162418296586503,17.766053507230335
16,model.6.m.0.m.0.cv2.conv,feasible,,56,48,8,0.15977091569948243,9122816,10.4426176,0.03284479999999945,0.033006727104524125,4.864420416610395
16,model.6.m.0.m.1.cv1.conv,feasible,,64,56,8,0.24963759469392244,9135264,10.4625344,0.012928000000000495,0.031162418296586503,19.309838698477172
